"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Gene.stable.ID.version"	"Gene.name"	"Gene.type"	"Gene.end..bp."	"Gene.description"	"Gene.start..bp."	"Transcript.stable.ID"	"Transcript.stable.ID.version"
"ENSMUSG00000035373"	1198.29937717349	4.83146896150191	0.109969222585938	43.9347378101746	0	0	"ENSMUSG00000035373.3"	"Ccl7"	"protein_coding"	81938351	"C-C motif chemokine ligand 7 [Source:MGI Symbol;Acc:MGI:99512]"	81936538	"ENSMUST00000021011"	"ENSMUST00000021011.3"
"ENSMUSG00000035385"	3209.29903093632	4.933127164723	0.0730693534590827	67.5129439524252	0	0	"ENSMUSG00000035385.6"	"Ccl2"	"protein_coding"	81928279	"C-C motif chemokine ligand 2 [Source:MGI Symbol;Acc:MGI:98259]"	81926397	"ENSMUST00000000193"	"ENSMUST00000000193.6"
"ENSMUSG00000035692"	1425.40440354563	7.54447702477118	0.196260392802003	38.4411593040192	0	0	"ENSMUSG00000035692.8"	"Isg15"	"protein_coding"	156285253	"ISG15 ubiquitin-like modifier [Source:MGI Symbol;Acc:MGI:1855694]"	156283912	"ENSMUST00000085425"	"ENSMUST00000085425.6"
"ENSMUSG00000037411"	10665.1829258641	1.82512270716054	0.0444390758278944	41.0702219422599	0	0	"ENSMUSG00000037411.12"	"Serpine1"	"protein_coding"	137101122	"serine (or cysteine) peptidase inhibitor, clade E, member 1 [Source:MGI Symbol;Acc:MGI:97608]"	137090358	"ENSMUST00000041388"	"ENSMUST00000041388.11"
"ENSMUSG00000045932"	1675.70213028045	5.12519711570022	0.101197080826543	50.6457011787236	0	0	"ENSMUSG00000045932.13"	"Ifit2"	"protein_coding"	34553819	"interferon-induced protein with tetratricopeptide repeats 2 [Source:MGI Symbol;Acc:MGI:99449]"	34528094	"ENSMUST00000149829"	"ENSMUST00000149829.8"
"ENSMUSG00000046718"	897.365899334442	3.64432817451527	0.0947170262566082	38.4759564203591	0	0	"ENSMUSG00000046718.9"	"Bst2"	"protein_coding"	71990100	"bone marrow stromal cell antigen 2 [Source:MGI Symbol;Acc:MGI:1916800]"	71986899	"ENSMUST00000051672"	"ENSMUST00000051672.9"
"ENSMUSG00000046733"	1687.02201028413	-2.79663148431061	0.0676997368324134	-41.3093405552447	0	0	"ENSMUSG00000046733.8"	"Gprc5a"	"protein_coding"	135061707	"G protein-coupled receptor, family C, group 5, member A [Source:MGI Symbol;Acc:MGI:1891250]"	135042649	"ENSMUST00000050104"	"ENSMUST00000050104.8"
"ENSMUSG00000046879"	1406.77256815031	3.32882042657142	0.073762468456772	45.1289184895196	0	0	"ENSMUSG00000046879.8"	"Irgm1"	"protein_coding"	48762510	"immunity-related GTPase family M member 1 [Source:MGI Symbol;Acc:MGI:107567]"	48752795	"ENSMUST00000147151"	"ENSMUST00000147151.2"
"ENSMUSG00000060519"	863.728808046253	3.88321391101408	0.100079116526321	38.8014407580505	0	0	"ENSMUSG00000060519.12"	"Tor3a"	"protein_coding"	156501926	"torsin family 3, member A [Source:MGI Symbol;Acc:MGI:1353652]"	156481187	"ENSMUST00000156861"	"ENSMUST00000156861.8"
"ENSMUSG00000060802"	4381.47717442512	2.10110113361684	0.0474930856709746	44.2401478853779	0	0	"ENSMUSG00000060802.9"	"B2m"	"protein_coding"	121983564	"beta-2 microglobulin [Source:MGI Symbol;Acc:MGI:88127]"	121978167	"ENSMUST00000102476"	"ENSMUST00000102476.5"
"ENSMUSG00000064337"	2708.20530051484	2.95275887795028	0.060755357035708	48.6007987117061	0	0	"ENSMUSG00000064337.1"	"mt-Rnr1"	"Mt_rRNA"	1024	"mitochondrially encoded 12S rRNA [Source:MGI Symbol;Acc:MGI:102493]"	70	"ENSMUST00000082388"	"ENSMUST00000082388.1"
"ENSMUSG00000064339"	5461.94338834573	2.41706591921467	0.0527882756768768	45.7879309036312	0	0	"ENSMUSG00000064339.1"	"mt-Rnr2"	"Mt_rRNA"	2675	"mitochondrially encoded 16S rRNA [Source:MGI Symbol;Acc:MGI:102492]"	1094	"ENSMUST00000082390"	"ENSMUST00000082390.1"
"ENSMUSG00000070327"	960.805723470978	3.80647460961047	0.0940696737117151	40.4644181213571	0	0	"ENSMUSG00000070327.16"	"Rnf213"	"protein_coding"	119378244	"ring finger protein 213 [Source:MGI Symbol;Acc:MGI:1289196]"	119283926	"ENSMUST00000093902"	"ENSMUST00000093902.12"
"ENSMUSG00000074896"	2695.82017857862	7.3728475945658	0.138981024268048	53.0493111084432	0	0	"ENSMUSG00000074896.4"	"Ifit3"	"protein_coding"	34566131	"interferon-induced protein with tetratricopeptide repeats 3 [Source:MGI Symbol;Acc:MGI:1101055]"	34560931	"ENSMUST00000102825"	"ENSMUST00000102825.4"
"ENSMUSG00000120951"	1278.28425387457	6.88325198494433	0.167962767854548	40.9808201714387	0	0	"ENSMUSG00000120951.2"	"Gm46878"	"lncRNA"	156284608	"predicted gene, 46878 [Source:MGI Symbol;Acc:MGI:5826515]"	156270634	"ENSMUST00000246629"	"ENSMUST00000246629.2"
"ENSMUSG00000047735"	827.091107925322	3.47659147243703	0.0937963825218794	37.0653044281965	1.01809420996329e-300	8.1619829663365e-298	"ENSMUSG00000047735.15"	"Samd9l"	"protein_coding"	3399572	"sterile alpha motif domain containing 9-like [Source:MGI Symbol;Acc:MGI:1343184]"	3372257	"ENSMUST00000120087"	"ENSMUST00000120087.6"
"ENSMUSG00000001123"	1119.9634180666	3.17343773346279	0.0870921155599363	36.4377155504834	1.07677687255185e-290	8.31271745610029e-288	"ENSMUSG00000001123.16"	"Lgals9"	"protein_coding"	78875772	"lectin, galactose binding, soluble 9 [Source:MGI Symbol;Acc:MGI:109496]"	78853800	"ENSMUST00000108268"	"ENSMUST00000108268.10"
"ENSMUSG00000034459"	1511.89908198093	7.16198035529939	0.205561123310393	34.8411228736328	5.80257251515238e-266	4.31960076806558e-263	"ENSMUSG00000034459.9"	"Ifit1"	"protein_coding"	34627409	"interferon-induced protein with tetratricopeptide repeats 1 [Source:MGI Symbol;Acc:MGI:99450]"	34618271	"ENSMUST00000102824"	"ENSMUST00000102824.4"
"ENSMUSG00000028691"	6054.18560754998	1.50147320194708	0.0432570450724578	34.710489341841	5.47267654005266e-264	3.93353344140888e-261	"ENSMUSG00000028691.13"	"Prdx1"	"protein_coding"	116558019	"peroxiredoxin 1 [Source:MGI Symbol;Acc:MGI:99523]"	116542741	"ENSMUST00000135573"	"ENSMUST00000135573.8"
"ENSMUSG00000026104"	634.873015323316	5.00172755168363	0.144262825399219	34.6709385307152	2.16055860622568e-263	1.5011561196056e-260	"ENSMUSG00000026104.15"	"Stat1"	"protein_coding"	52201024	"signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]"	52158599	"ENSMUST00000186574"	"ENSMUST00000186574.7"
"ENSMUSG00000002602"	3680.95394923743	1.7454917670007	0.0509842101119917	34.2359284014907	7.06429908594407e-257	4.74994355314253e-254	"ENSMUSG00000002602.17"	"Axl"	"protein_coding"	25488130	"AXL receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1347244]"	25456698	"ENSMUST00000002677"	"ENSMUST00000002677.11"
"ENSMUSG00000020638"	1140.23828528755	7.65455263328603	0.227401560296134	33.6609503616328	2.15610431609538e-248	1.40443244889663e-245	"ENSMUSG00000020638.9"	"Cmpk2"	"protein_coding"	26529836	"cytidine/uridine monophosphate kinase 2 [Source:MGI Symbol;Acc:MGI:99830]"	26519203	"ENSMUST00000020969"	"ENSMUST00000020969.5"
"ENSMUSG00000078853"	771.379935310582	6.54089069304278	0.194671772571379	33.5995846066716	1.70111888570341e-247	1.07448854707884e-244	"ENSMUSG00000078853.9"	"Igtp"	"protein_coding"	58098417	"interferon gamma induced GTPase [Source:MGI Symbol;Acc:MGI:107729]"	58090382	"ENSMUST00000035266"	"ENSMUST00000035266.11"
"ENSMUSG00000026864"	8312.32448263831	1.48775841385605	0.0443090360955543	33.5768625308761	3.65156433162185e-247	2.23862373318605e-244	"ENSMUSG00000026864.14"	"Hspa5"	"protein_coding"	34667559	"heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835]"	34661982	"ENSMUST00000028222"	"ENSMUST00000028222.13"
"ENSMUSG00000027078"	639.205660106162	3.78805348052707	0.112888320111713	33.5557609217541	7.41931246293683e-247	4.41851854221301e-244	"ENSMUSG00000027078.15"	"Ube2l6"	"protein_coding"	84640679	"ubiquitin-conjugating enzyme E2L 6 [Source:MGI Symbol;Acc:MGI:1914500]"	84629172	"ENSMUST00000102642"	"ENSMUST00000102642.9"
"ENSMUSG00000034159"	1163.36236172323	-2.58359083072067	0.0770937781509607	-33.5123130904498	3.18921824512162e-246	1.84655736392542e-243	"ENSMUSG00000034159.13"	"Mab21l4"	"protein_coding"	93088670	"mab-21-like 4 [Source:MGI Symbol;Acc:MGI:1919124]"	93079071	"ENSMUST00000043718"	"ENSMUST00000043718.12"
"ENSMUSG00000032487"	3368.5942111094	1.65864212160485	0.0495183898767425	33.4954776545324	5.60876249813106e-246	3.15970393273091e-243	"ENSMUSG00000032487.9"	"Ptgs2"	"protein_coding"	149983978	"prostaglandin-endoperoxide synthase 2 [Source:MGI Symbol;Acc:MGI:97798]"	149975782	"ENSMUST00000035065"	"ENSMUST00000035065.9"
"ENSMUSG00000069874"	625.596210986514	5.54755954344335	0.166120502512519	33.3947914889391	1.6317081478075e-244	8.95034858760514e-242	"ENSMUSG00000069874.8"	"Irgm2"	"protein_coding"	58113608	"immunity-related GTPase family M member 2 [Source:MGI Symbol;Acc:MGI:1926262]"	58090444	"ENSMUST00000058704"	"ENSMUST00000058704.9"
"ENSMUSG00000024066"	666.548201177583	3.83491423979388	0.115197945076749	33.2897799282698	5.42767919249372e-243	2.90088577149587e-240	"ENSMUSG00000024066.10"	"Xdh"	"protein_coding"	74257191	"xanthine dehydrogenase [Source:MGI Symbol;Acc:MGI:98973]"	74190890	"ENSMUST00000233392"	"ENSMUST00000233392.2"
"ENSMUSG00000031488"	778.751167025638	-2.84296125340791	0.0854644548350328	-33.2648381001846	1.24566762661935e-242	6.49117400231346e-240	"ENSMUSG00000031488.15"	"Rab11fip1"	"protein_coding"	27664674	"RAB11 family interacting protein 1 (class I) [Source:MGI Symbol;Acc:MGI:1923017]"	27628801	"ENSMUST00000054212"	"ENSMUST00000054212.7"
"ENSMUSG00000020911"	3172.1934017245	-2.04826902531142	0.0618487541876059	-33.1173853413183	1.67038970484679e-240	8.49209829459184e-238	"ENSMUSG00000020911.15"	"Krt19"	"protein_coding"	100039491	"keratin 19 [Source:MGI Symbol;Acc:MGI:96693]"	100031636	"ENSMUST00000007317"	"ENSMUST00000007317.8"
"ENSMUSG00000034422"	618.729292372614	3.70348365784573	0.112535757628143	32.9093946306678	1.6129564914984e-237	8.00487264495065e-235	"ENSMUSG00000034422.15"	"Parp14"	"protein_coding"	35691914	"poly (ADP-ribose) polymerase family, member 14 [Source:MGI Symbol;Acc:MGI:1919489]"	35653244	"ENSMUST00000042665"	"ENSMUST00000042665.9"
"ENSMUSG00000040152"	12976.0743726723	1.47377703976987	0.0456668498707571	32.2723604527321	1.7088425144624e-228	8.28351473754752e-226	"ENSMUSG00000040152.9"	"Thbs1"	"protein_coding"	117957614	"thrombospondin 1 [Source:MGI Symbol;Acc:MGI:98737]"	117942357	"ENSMUST00000039559"	"ENSMUST00000039559.9"
"ENSMUSG00000021242"	4488.42337456521	1.47668418098035	0.0464046663583453	31.8218898413605	3.22400134788651e-222	1.52729736580333e-219	"ENSMUSG00000021242.10"	"Npc2"	"protein_coding"	84819926	"NPC intracellular cholesterol transporter 2 [Source:MGI Symbol;Acc:MGI:1915213]"	84801336	"ENSMUST00000021668"	"ENSMUST00000021668.10"
"ENSMUSG00000032135"	3819.22945545737	-1.66811374818972	0.0528806479756885	-31.5448810112277	2.10767649927476e-218	9.76275754464067e-216	"ENSMUSG00000032135.16"	"Mcam"	"protein_coding"	44054024	"melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966]"	44045766	"ENSMUST00000149241"	"ENSMUST00000149241.8"
"ENSMUSG00000040483"	507.294644415548	4.88178993380986	0.156328756454888	31.2277155177051	4.48160596302308e-214	2.03075205854898e-211	"ENSMUSG00000040483.16"	"Xaf1"	"protein_coding"	72204559	"XIAP associated factor 1 [Source:MGI Symbol;Acc:MGI:3772572]"	72192455	"ENSMUST00000151440"	"ENSMUST00000151440.8"
"ENSMUSG00000026535"	783.419747049681	2.81027218135378	0.0903230095275616	31.113579984248	1.57797743028757e-212	6.998162033386e-210	"ENSMUSG00000026535.10"	"Ifi202b"	"protein_coding"	173810310	"interferon activated gene 202B [Source:MGI Symbol;Acc:MGI:1347083]"	173790134	"ENSMUST00000000266"	"ENSMUST00000000266.9"
"ENSMUSG00000028037"	1159.73127367236	6.18265438790307	0.198878257546964	31.087633530996	3.53929274489355e-212	1.53693787447002e-209	"ENSMUSG00000028037.14"	"Ifi44"	"protein_coding"	151455597	"interferon-induced protein 44 [Source:MGI Symbol;Acc:MGI:2443016]"	151436559	"ENSMUST00000029671"	"ENSMUST00000029671.9"
"ENSMUSG00000016496"	654.491276496086	6.6591257009979	0.217492255231159	30.6177601309083	7.10270681813382e-206	3.02140450851391e-203	"ENSMUSG00000016496.8"	"Cd274"	"protein_coding"	29365495	"CD274 antigen [Source:MGI Symbol;Acc:MGI:1926446]"	29344855	"ENSMUST00000016640"	"ENSMUST00000016640.8"
"ENSMUSG00000026896"	531.361835217559	3.43259134584403	0.113159529519544	30.3340899384984	4.073633035698e-202	1.69821613992178e-199	"ENSMUSG00000026896.15"	"Ifih1"	"protein_coding"	62476599	"interferon induced with helicase C domain 1 [Source:MGI Symbol;Acc:MGI:1918836]"	62426142	"ENSMUST00000028259"	"ENSMUST00000028259.12"
"ENSMUSG00000001131"	10473.9521201496	1.62559235330874	0.0546177107226325	29.7630994012923	1.17383791582811e-194	4.79754461127863e-192	"ENSMUSG00000001131.12"	"Timp1"	"protein_coding"	20740974	"tissue inhibitor of metalloproteinase 1 [Source:MGI Symbol;Acc:MGI:98752]"	20736405	"ENSMUST00000115342"	"ENSMUST00000115342.10"
"ENSMUSG00000024661"	5063.19893835471	1.37155987738098	0.0462455791239787	29.6581836223523	2.66001551298432e-193	1.06625698755087e-190	"ENSMUSG00000024661.8"	"Fth1"	"protein_coding"	9962462	"ferritin heavy polypeptide 1 [Source:MGI Symbol;Acc:MGI:95588]"	9957962	"ENSMUST00000235196"	"ENSMUST00000235196.2"
"ENSMUSG00000005413"	1274.19001481176	2.10084921066278	0.0708656043259189	29.6455414533789	3.87141936287274e-193	1.52256349433433e-190	"ENSMUSG00000005413.9"	"Hmox1"	"protein_coding"	75827217	"heme oxygenase 1 [Source:MGI Symbol;Acc:MGI:96163]"	75820249	"ENSMUST00000005548"	"ENSMUST00000005548.8"
"ENSMUSG00000078920"	419.234295596915	4.46467037480919	0.15124110976691	29.5202169680588	1.58429084504849e-191	6.11536266188717e-189	"ENSMUSG00000078920.4"	"Ifi47"	"protein_coding"	48987801	"interferon gamma inducible protein 47 [Source:MGI Symbol;Acc:MGI:99448]"	48967414	"ENSMUST00000109202"	"ENSMUST00000109202.3"
"ENSMUSG00000031785"	1511.74300076365	-2.00040872069601	0.0682168356107987	-29.3242672836519	5.08802839287435e-189	1.92827025129224e-186	"ENSMUSG00000031785.17"	"Adgrg1"	"protein_coding"	95740845	"adhesion G protein-coupled receptor G1 [Source:MGI Symbol;Acc:MGI:1340051]"	95701379	"ENSMUST00000211850"	"ENSMUST00000211850.2"
"ENSMUSG00000062488"	996.47685277596	8.13821281718057	0.28047145562252	29.0161891844481	4.11153035176947e-185	1.53037033307648e-182	"ENSMUSG00000062488.10"	"Ifit3b"	"protein_coding"	34590801	"interferon-induced protein with tetratricopeptide repeats 3B [Source:MGI Symbol;Acc:MGI:3698419]"	34585370	"ENSMUST00000076249"	"ENSMUST00000076249.6"
"ENSMUSG00000005609"	896.303121925454	-2.41050534052061	0.0834864007630226	-28.8730298406667	2.60452592999825e-183	9.52434008506728e-181	"ENSMUSG00000005609.17"	"Ctr9"	"protein_coding"	110655584	"CTR9 homolog, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:109345]"	110628158	"ENSMUST00000005749"	"ENSMUST00000005749.6"
"ENSMUSG00000040296"	766.818312040854	2.56952290800692	0.0893667564965713	28.7525586553597	8.41443109293155e-182	3.02397244312182e-179	"ENSMUSG00000040296.16"	"Rigi"	"protein_coding"	40239828	"RNA sensor RIG-I [Source:MGI Symbol;Acc:MGI:2442858]"	40203773	"ENSMUST00000037907"	"ENSMUST00000037907.13"
"ENSMUSG00000031375"	24165.3953208737	1.27623839058821	0.0447593027993693	28.5133661779511	7.99899327940156e-179	2.82594942230248e-176	"ENSMUSG00000031375.19"	"Bgn"	"protein_coding"	72539539	"biglycan [Source:MGI Symbol;Acc:MGI:88158]"	72527208	"ENSMUST00000133394"	"ENSMUST00000133394.8"
"ENSMUSG00000048706"	519.99961370395	-3.32646265845131	0.117747010451718	-28.2509309212171	1.38635153611975e-175	4.81618523648e-173	"ENSMUSG00000048706.4"	"Lurap1l"	"protein_coding"	80873865	"leucine rich adaptor protein 1-like [Source:MGI Symbol;Acc:MGI:106510]"	80828883	"ENSMUST00000055922"	"ENSMUST00000055922.4"
"ENSMUSG00000034394"	826.641522580233	2.22901797304985	0.0797688783186277	27.9434538886995	7.91751552409005e-172	2.70545399318251e-169	"ENSMUSG00000034394.15"	"Lif"	"protein_coding"	4222514	"leukemia inhibitory factor [Source:MGI Symbol;Acc:MGI:96787]"	4207557	"ENSMUST00000066283"	"ENSMUST00000066283.12"
"ENSMUSG00000026222"	372.474798132286	4.86493039028024	0.176129194706253	27.6213741758936	6.16231326595155e-168	2.07172996315313e-165	"ENSMUSG00000026222.17"	"Sp100"	"protein_coding"	85637719	"nuclear antigen Sp100 [Source:MGI Symbol;Acc:MGI:109561]"	85577709	"ENSMUST00000141998"	"ENSMUST00000141998.2"
"ENSMUSG00000037242"	3624.60627651407	1.38906431251285	0.0503735001897915	27.5752986645616	2.20150178056576e-167	7.28382589112901e-165	"ENSMUSG00000037242.9"	"Clic4"	"protein_coding"	135000125	"chloride intracellular channel 4 [Source:MGI Symbol;Acc:MGI:1352754]"	134941280	"ENSMUST00000037099"	"ENSMUST00000037099.9"
"ENSMUSG00000038418"	514.966305280153	3.0931580377158	0.113565153999214	27.2368585678773	2.37840919002325e-163	7.74618143075696e-161	"ENSMUSG00000038418.9"	"Egr1"	"protein_coding"	34998037	"early growth response 1 [Source:MGI Symbol;Acc:MGI:95295]"	34992876	"ENSMUST00000064795"	"ENSMUST00000064795.6"
"ENSMUSG00000025921"	454.338226250291	-2.89216249435585	0.106666555492149	-27.1140516445076	6.72403005954103e-162	2.15624127017036e-159	"ENSMUSG00000025921.8"	"Rdh10"	"protein_coding"	16203958	"retinol dehydrogenase 10 (all-trans) [Source:MGI Symbol;Acc:MGI:1924238]"	16175998	"ENSMUST00000027053"	"ENSMUST00000027053.8"
"ENSMUSG00000131753"	1154.13003717155	-2.17614723241825	0.0804202049283361	-27.0597076239417	2.93619166988875e-161	9.27302714653956e-159	"ENSMUSG00000131753.1"	"Gm73150"	"lncRNA"	100042344	"predicted gene, 73150 [Source:MGI Symbol;Acc:MGI:7829058]"	100036150	"ENSMUST00000307794"	"ENSMUST00000307794.1"
"ENSMUSG00000030739"	517.67694285962	-2.60311625497447	0.0965003538700825	-26.9751990596741	2.88883673005378e-160	8.98730041809566e-158	"ENSMUSG00000030739.20"	"Myh14"	"protein_coding"	44320267	"myosin, heavy polypeptide 14 [Source:MGI Symbol;Acc:MGI:1919210]"	44255227	"ENSMUST00000107899"	"ENSMUST00000107899.10"
"ENSMUSG00000073489"	374.778563173702	5.52562724415024	0.206327449398851	26.7808634297062	5.3992134363205e-158	1.65501771862742e-155	"ENSMUSG00000073489.7"	"Ifi204"	"protein_coding"	173594509	"interferon activated gene 204 [Source:MGI Symbol;Acc:MGI:96429]"	173574859	"ENSMUST00000111214"	"ENSMUST00000111214.4"
"ENSMUSG00000005968"	634.712436042266	-2.57188733559002	0.0961185920827572	-26.7574387000555	1.01166850771217e-157	3.05611860503658e-155	"ENSMUSG00000005968.15"	"Tuft1"	"protein_coding"	94566179	"tuftelin 1 [Source:MGI Symbol;Acc:MGI:109572]"	94520064	"ENSMUST00000006123"	"ENSMUST00000006123.11"
"ENSMUSG00000033213"	475.402660259841	3.18096919327346	0.120109750274998	26.4838548576651	1.48746440121063e-154	4.42924399697633e-152	"ENSMUSG00000033213.17"	"AA467197"	"protein_coding"	122483111	"expressed sequence AA467197 [Source:MGI Symbol;Acc:MGI:3034182]"	122478906	"ENSMUST00000142767"	"ENSMUST00000142767.8"
"ENSMUSG00000035929"	430.660629728353	3.17543690244436	0.120086064209292	26.4430092147083	4.39087235265883e-154	1.28906117350452e-151	"ENSMUSG00000035929.12"	"H2-Q4"	"protein_coding"	35604266	"histocompatibility 2, Q region locus 4 [Source:MGI Symbol;Acc:MGI:95933]"	35598593	"ENSMUST00000081435"	"ENSMUST00000081435.5"
"ENSMUSG00000041827"	410.252612137179	5.94663567155653	0.225078970958894	26.4202188512873	8.02670251988893e-154	2.32373037950785e-151	"ENSMUSG00000041827.16"	"Oasl1"	"protein_coding"	115075974	"2'-5' oligoadenylate synthetase-like 1 [Source:MGI Symbol;Acc:MGI:2180849]"	115061299	"ENSMUST00000031540"	"ENSMUST00000031540.11"
"ENSMUSG00000029661"	11505.1379220555	1.19584437798125	0.0454491338648296	26.3117088553945	1.40871511721119e-152	4.02236409632194e-150	"ENSMUSG00000029661.17"	"Col1a2"	"protein_coding"	4541544	"collagen, type I, alpha 2 [Source:MGI Symbol;Acc:MGI:88468]"	4504814	"ENSMUST00000141483"	"ENSMUST00000141483.8"
"ENSMUSG00000047821"	560.574484174681	-2.54339972115945	0.096760750877404	-26.2854483671995	2.81310040611197e-152	7.92381957635107e-150	"ENSMUSG00000047821.17"	"Trim16"	"protein_coding"	62741634	"tripartite motif-containing 16 [Source:MGI Symbol;Acc:MGI:2137356]"	62711057	"ENSMUST00000055006"	"ENSMUST00000055006.12"
"ENSMUSG00000115338"	477.783392709972	2.92205598357907	0.111529462976069	26.1998570207951	2.66738406549307e-151	7.41319379481834e-149	"ENSMUSG00000115338.4"	"Pnp"	"protein_coding"	51190869	"purine-nucleoside phosphorylase [Source:MGI Symbol;Acc:MGI:97365]"	51168539	"ENSMUST00000226871"	"ENSMUST00000226871.2"
"ENSMUSG00000000489"	529.129631572555	-2.48132876450899	0.0951818996618437	-26.069334330629	8.12260263099116e-150	2.22773064789973e-147	"ENSMUSG00000000489.8"	"Pdgfb"	"protein_coding"	79899178	"platelet derived growth factor, B polypeptide [Source:MGI Symbol;Acc:MGI:97528]"	79880075	"ENSMUST00000000500"	"ENSMUST00000000500.8"
"ENSMUSG00000055447"	1084.88919281127	1.90405333391682	0.0732581888528855	25.9909965524875	6.26019628407644e-149	1.69464326422454e-146	"ENSMUSG00000055447.20"	"Cd47"	"protein_coding"	49735373	"CD47 antigen (Rh-related antigen, integrin-associated signal transducer) [Source:MGI Symbol;Acc:MGI:96617]"	49620896	"ENSMUST00000229640"	"ENSMUST00000229640.2"
"ENSMUSG00000022661"	3534.45831241527	1.26098945194366	0.0487679647235345	25.8569218357216	2.03388024519125e-147	5.43515382445723e-145	"ENSMUSG00000022661.15"	"Cd200"	"protein_coding"	45229416	"CD200 molecule [Source:MGI Symbol;Acc:MGI:1196990]"	45202498	"ENSMUST00000163230"	"ENSMUST00000163230.8"
"ENSMUSG00000003814"	6967.13892184093	1.0940667490935	0.0423188193256256	25.8529601375481	2.25359713148218e-147	5.94607324159679e-145	"ENSMUSG00000003814.9"	"Calr"	"protein_coding"	85573563	"calreticulin [Source:MGI Symbol;Acc:MGI:88252]"	85568479	"ENSMUST00000003912"	"ENSMUST00000003912.7"
"ENSMUSG00000031639"	463.275568214274	3.06572331677631	0.121020404855159	25.3322844229903	1.40882749312178e-141	3.6707000333288e-139	"ENSMUSG00000031639.13"	"Tlr3"	"protein_coding"	45864117	"toll-like receptor 3 [Source:MGI Symbol;Acc:MGI:2156367]"	45848702	"ENSMUST00000034056"	"ENSMUST00000034056.12"
