"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Gene.stable.ID.version"	"Gene.name"	"Gene.type"	"Gene.end..bp."	"Gene.description"	"Gene.start..bp."	"Transcript.stable.ID"	"Transcript.stable.ID.version"
"ENSMUSG00000064080"	255.560543902908	-2.45629535043063	0.311139707339329	-7.89450941969226	2.91459383732619e-15	9.73050400745154e-13	"ENSMUSG00000064080.13"	"Fbln2"	"protein_coding"	91249522	"fibulin 2 [Source:MGI Symbol;Acc:MGI:95488]"	91189437	"ENSMUST00000113498"	"ENSMUST00000113498.9"
"ENSMUSG00000000555"	1130.54097135129	-2.21238494929774	0.280566378992907	-7.8854243236096	3.13468511177192e-15	1.02784085754207e-12	"ENSMUSG00000000555.9"	"Itga5"	"protein_coding"	103275190	"integrin alpha 5 (fibronectin receptor alpha) [Source:MGI Symbol;Acc:MGI:96604]"	103252713	"ENSMUST00000215331"	"ENSMUST00000215331.2"
"ENSMUSG00000036256"	453.753065665617	-2.31706235022606	0.294649424644239	-7.86379390702591	3.72670500510095e-15	1.20052205795901e-12	"ENSMUSG00000036256.14"	"Igfbp7"	"protein_coding"	77555888	"insulin-like growth factor binding protein 7 [Source:MGI Symbol;Acc:MGI:1352480]"	77497087	"ENSMUST00000046746"	"ENSMUST00000046746.10"
"ENSMUSG00000026938"	94.5491566434147	4.77288560699439	0.607501173805488	7.85658664179404	3.94742846299868e-15	1.24970140409624e-12	"ENSMUSG00000026938.11"	"Fcna"	"protein_coding"	25518042	"ficolin A [Source:MGI Symbol;Acc:MGI:1340905]"	25514678	"ENSMUST00000028307"	"ENSMUST00000028307.9"
"ENSMUSG00000019066"	189.144344254761	2.29810102380891	0.29299516599014	7.84347760838569	4.38237297392017e-15	1.3638836024936e-12	"ENSMUSG00000019066.14"	"Rab3d"	"protein_coding"	21829488	"RAB3D, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97844]"	21818787	"ENSMUST00000115351"	"ENSMUST00000115351.10"
"ENSMUSG00000023021"	244.470240034252	2.14959614177866	0.274796173963302	7.82251117537659	5.17798560881826e-15	1.58463619581868e-12	"ENSMUSG00000023021.16"	"Cers5"	"protein_coding"	99670766	"ceramide synthase 5 [Source:MGI Symbol;Acc:MGI:1919199]"	99632762	"ENSMUST00000109035"	"ENSMUST00000109035.11"
"ENSMUSG00000036292"	57.3021350421427	-5.33080640413614	0.684724207210829	-7.78533363943822	6.95294778853261e-15	2.09295126709895e-12	"ENSMUSG00000036292.15"	"Gramd1c"	"protein_coding"	43883708	"GRAM domain containing 1C [Source:MGI Symbol;Acc:MGI:2443024]"	43800713	"ENSMUST00000036174"	"ENSMUST00000036174.10"
"ENSMUSG00000040435"	1092.91688495319	-2.97308854623675	0.383389338020726	-7.75475020141543	8.85175410716583e-15	2.62154691799643e-12	"ENSMUSG00000040435.13"	"Ppp1r15a"	"protein_coding"	45175692	"protein phosphatase 1, regulatory subunit 15A [Source:MGI Symbol;Acc:MGI:1927072]"	45172340	"ENSMUST00000211212"	"ENSMUST00000211212.2"
"ENSMUSG00000036880"	207.363655666028	2.1258546399599	0.274361392391374	7.74837385621441	9.30767680586812e-15	2.71281843665635e-12	"ENSMUSG00000036880.11"	"Acaa2"	"protein_coding"	74939279	"acetyl-CoA acyltransferase 2 [Source:MGI Symbol;Acc:MGI:1098623]"	74912268	"ENSMUST00000041053"	"ENSMUST00000041053.11"
"ENSMUSG00000027199"	272.421424605939	2.10546112091562	0.272594815116109	7.72377537708785	1.12933783960775e-14	3.2401408454496e-12	"ENSMUSG00000027199.15"	"Gatm"	"protein_coding"	122441784	"glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:MGI Symbol;Acc:MGI:1914342]"	122424948	"ENSMUST00000028624"	"ENSMUST00000028624.9"
"ENSMUSG00000018916"	107.358541393609	-3.13841444507824	0.407481103610844	-7.7019876928465	1.33965792728576e-14	3.78443059397248e-12	"ENSMUSG00000018916.6"	"Csf2"	"protein_coding"	54140493	"colony stimulating factor 2 (granulocyte-macrophage) [Source:MGI Symbol;Acc:MGI:1339752]"	54138097	"ENSMUST00000019060"	"ENSMUST00000019060.6"
"ENSMUSG00000034168"	114.539840640053	-3.18112552811337	0.4133049894908	-7.69679923785238	1.3951683842455e-14	3.88152755629027e-12	"ENSMUSG00000034168.8"	"Irf2bpl"	"protein_coding"	86931572	"interferon regulatory factor 2 binding protein-like [Source:MGI Symbol;Acc:MGI:2442463]"	86927475	"ENSMUST00000038422"	"ENSMUST00000038422.8"
"ENSMUSG00000003746"	1547.47474218495	2.59757336825477	0.337610642430299	7.69399136696659	1.42614681402083e-14	3.90849370135081e-12	"ENSMUSG00000003746.17"	"Man1a"	"protein_coding"	53952705	"mannosidase 1, alpha [Source:MGI Symbol;Acc:MGI:104677]"	53780881	"ENSMUST00000003843"	"ENSMUST00000003843.16"
"ENSMUSG00000025986"	370.778513195554	1.87708378369209	0.244722171632347	7.67026449288006	1.716420423655e-14	4.63483997340486e-12	"ENSMUSG00000025986.7"	"Slc39a10"	"protein_coding"	46932012	"solute carrier family 39 (zinc transporter), member 10 [Source:MGI Symbol;Acc:MGI:1914515]"	46846704	"ENSMUST00000027131"	"ENSMUST00000027131.6"
"ENSMUSG00000056130"	192.523174001302	-2.3835557007314	0.31195674868749	-7.64066079916477	2.16109711550289e-14	5.75102394708176e-12	"ENSMUSG00000056130.11"	"Ticam2"	"protein_coding"	46707600	"TIR domain containing adaptor molecule 2 [Source:MGI Symbol;Acc:MGI:3040056]"	46690358	"ENSMUST00000070084"	"ENSMUST00000070084.11"
"ENSMUSG00000041797"	165.153175441731	2.83254584807889	0.371464171358525	7.62535411617129	2.4336539068109e-14	6.38382186240881e-12	"ENSMUSG00000041797.8"	"Abca9"	"protein_coding"	110059022	"ATP-binding cassette, sub-family A member 9 [Source:MGI Symbol;Acc:MGI:2386796]"	109991575	"ENSMUST00000044850"	"ENSMUST00000044850.4"
"ENSMUSG00000037876"	177.899695737619	-3.71209719392876	0.487011408485616	-7.62219761026071	2.49392846826072e-14	6.44979077946527e-12	"ENSMUSG00000037876.18"	"Jmjd1c"	"protein_coding"	67092105	"jumonji domain containing 1C [Source:MGI Symbol;Acc:MGI:1918614]"	66931904	"ENSMUST00000174062"	"ENSMUST00000174062.8"
"ENSMUSG00000070323"	168.277924410397	4.32779602971671	0.568043545918819	7.618775111187	2.56094186992689e-14	6.53111314105522e-12	"ENSMUSG00000070323.12"	"Mmp27"	"protein_coding"	7581886	"matrix metallopeptidase 27 [Source:MGI Symbol;Acc:MGI:3039232]"	7571397	"ENSMUST00000120900"	"ENSMUST00000120900.8"
"ENSMUSG00000026365"	281.237220087095	5.03394920173022	0.665614595249636	7.56285880396336	3.94305556773333e-14	9.91813511434512e-12	"ENSMUSG00000026365.16"	"Cfh"	"protein_coding"	140111502	"complement component factor h [Source:MGI Symbol;Acc:MGI:88385]"	140012446	"ENSMUST00000192880"	"ENSMUST00000192880.6"
"ENSMUSG00000023349"	2611.66074606123	2.82302119818142	0.374755052601707	7.53297701680823	4.95963439100152e-14	1.21425075583427e-11	"ENSMUSG00000023349.15"	"Clec4n"	"protein_coding"	123223980	"C-type lectin domain family 4, member n [Source:MGI Symbol;Acc:MGI:1861231]"	123206802	"ENSMUST00000112554"	"ENSMUST00000112554.9"
"ENSMUSG00000030123"	840.865253893002	-1.85453509567688	0.246187099900973	-7.53303116378906	4.95757734375112e-14	1.21425075583427e-11	"ENSMUSG00000030123.16"	"Plxnd1"	"protein_coding"	115971966	"plexin D1 [Source:MGI Symbol;Acc:MGI:2154244]"	115931772	"ENSMUST00000015511"	"ENSMUST00000015511.15"
"ENSMUSG00000098557"	1948.94963623148	-1.60504318939015	0.213307467473895	-7.52455227375751	5.2901285713041e-14	1.27812290560903e-11	"ENSMUSG00000098557.2"	"Kctd12"	"protein_coding"	103220073	"potassium channel tetramerisation domain containing 12 [Source:MGI Symbol;Acc:MGI:2145823]"	103214017	"ENSMUST00000184744"	"ENSMUST00000184744.2"
"ENSMUSG00000025810"	568.184619894786	2.08677264465868	0.278502915781337	7.49282153403766	6.74085320731835e-14	1.60747463107506e-11	"ENSMUSG00000025810.10"	"Nrp1"	"protein_coding"	129229844	"neuropilin 1 [Source:MGI Symbol;Acc:MGI:106206]"	129085085	"ENSMUST00000212833"	"ENSMUST00000212833.2"
